"title"	"year"	"length"	"budget"	"rating"	"votes"	"r1"	"r2"	"r3"	"r4"	"r5"	"r6"	"r7"	"r8"	"r9"	"r10"	"mpaa"	"Action"	"Animation"	"Comedy"	"Drama"	"Documentary"	"Romance"	"Short"
"Musical Masterpieces"	1946	10	NA	6.4	6	0	0	0	14.5	0	14.5	45.5	0	14.5	0	""	0	0	0	0	0	0	1
"Sincerely Yours"	1955	115	NA	2.7	34	24.5	14.5	14.5	4.5	4.5	4.5	4.5	14.5	0	4.5	""	0	0	0	1	0	0	0
"Dancing Masters, The"	1943	63	NA	5.6	47	4.5	0	4.5	14.5	24.5	24.5	14.5	4.5	4.5	0	""	0	0	1	0	0	0	0
"Code"	2003	12	10000	6.2	5	0	0	0	0	44.5	24.5	24.5	24.5	0	0	""	0	0	0	0	0	0	1
"Springtime for Pluto"	1944	7	NA	5.9	26	0	0	4.5	34.5	14.5	14.5	14.5	4.5	0	14.5	""	0	1	1	0	0	0	1
"Eva"	1948	98	NA	5.6	24	14.5	0	0	4.5	4.5	14.5	14.5	24.5	4.5	14.5	""	0	0	0	1	0	0	0
"Before Winter Comes"	1969	103	NA	6.3	29	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	14.5	""	0	0	0	1	0	0	0
"Wedding Rehearsal"	1933	84	NA	6.3	12	0	0	0	4.5	14.5	24.5	24.5	4.5	4.5	4.5	""	0	0	1	1	0	0	0
"Caballero Droopy"	1952	6	NA	6.5	15	0	0	0	4.5	0	24.5	24.5	24.5	0	24.5	""	0	1	1	0	0	0	1
"St. Valentine's Day Massacre, The"	1967	100	1000000	6.1	380	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	""	0	0	0	1	0	0	0
"Unveiled"	1994	103	NA	4.1	34	14.5	4.5	4.5	4.5	24.5	14.5	4.5	4.5	14.5	4.5	""	1	0	0	1	0	0	0
"Stand Up and Fight"	1939	97	NA	6.6	43	0	0	0	4.5	14.5	24.5	24.5	14.5	4.5	4.5	""	0	0	0	1	0	0	0
"Quo Vadis?"	2001	165	18000000	6.1	250	14.5	4.5	4.5	4.5	4.5	4.5	14.5	14.5	4.5	14.5	""	0	0	0	1	0	0	0
"Love Letter"	1998	108	NA	7.7	23	0	4.5	0	0	4.5	4.5	24.5	14.5	34.5	14.5	""	0	0	0	0	0	0	0
"Novo"	2002	98	NA	5.9	300	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	4.5	"R"	0	0	1	1	0	1	0
"Ruggles of Red Gap"	1935	90	NA	8.1	319	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	24.5	""	0	0	1	0	0	0	0
"Struck by Lightning"	1990	105	NA	7.2	35	0	4.5	0	4.5	4.5	14.5	24.5	14.5	14.5	24.5	""	0	0	0	1	0	0	0
"Extensionista, El"	1991	90	NA	5.6	13	4.5	14.5	4.5	0	4.5	34.5	24.5	0	0	0	""	0	0	0	1	0	0	0
"Really Scent"	1959	6	NA	7.1	22	0	0	0	0	0	14.5	44.5	14.5	4.5	14.5	""	0	1	1	0	0	0	1
"Hush"	1998	96	NA	4.6	2043	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	"PG-13"	0	0	0	0	0	0	0
"That Summer"	1979	94	NA	6.1	13	4.5	0	0	0	0	14.5	14.5	4.5	14.5	34.5	""	0	0	0	1	0	0	0
"Betty Boop's Trial"	1934	7	NA	6.1	6	0	0	0	0	14.5	34.5	45.5	0	0	0	""	0	1	0	0	0	0	1
"Tukkijoella"	1951	93	NA	7.2	5	0	0	0	0	0	44.5	0	64.5	0	0	""	0	0	0	0	0	0	0
"Wrong Trip, The"	1996	8	NA	5.5	7	0	0	0	14.5	24.5	14.5	0	24.5	0	14.5	""	0	0	0	1	0	0	1
"Cool World, The"	1964	125	NA	6.8	36	0	0	4.5	4.5	14.5	14.5	4.5	14.5	24.5	14.5	""	0	0	0	1	0	0	0
"Ice"	1970	130	NA	4.8	24	0	14.5	4.5	14.5	14.5	4.5	4.5	14.5	14.5	4.5	""	0	0	0	1	0	0	0
"Pulse"	1988	95	NA	4.7	246	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5	4.5	""	0	0	0	0	0	0	0
"Carmen"	1945	124	NA	4.7	6	14.5	0	0	0	14.5	14.5	14.5	0	14.5	14.5	""	0	0	0	0	0	0	0
"Secret Beyond the Door..."	1948	99	615065	6.8	208	0	4.5	0	4.5	4.5	14.5	34.5	24.5	4.5	4.5	""	0	0	0	0	0	0	0
"Amore molesto, L'"	1995	104	NA	6.7	67	4.5	0	4.5	4.5	4.5	4.5	24.5	34.5	14.5	14.5	""	0	0	0	1	0	0	0
"Man's Favorite Sport?"	1964	120	NA	6.8	590	4.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	24.5	""	0	0	1	0	0	0	0
"Thousand Clowns, A"	1965	118	NA	7.4	583	4.5	4.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	44.5	""	0	0	1	1	0	1	0
"Fuzis, Os"	1964	80	NA	8.2	55	4.5	4.5	0	0	4.5	4.5	14.5	14.5	14.5	44.5	""	0	0	0	1	0	0	0
"Man in the Saddle"	1951	87	NA	6.2	59	0	0	0	4.5	14.5	24.5	34.5	14.5	4.5	4.5	""	0	0	0	0	0	0	0
"Aileen: Life and Death of a Serial Killer"	2003	89	NA	7.2	430	4.5	0	4.5	4.5	4.5	14.5	34.5	34.5	4.5	4.5	"R"	0	0	0	0	1	0	0
"Busy Buddies"	1944	17	NA	7.2	56	4.5	4.5	0	4.5	4.5	4.5	14.5	34.5	14.5	24.5	""	0	0	1	0	0	0	1
"For Pete's Sake"	1974	90	NA	5.8	327	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5	""	0	0	1	0	0	0	0
"Best Man, The"	1964	102	NA	7.7	374	4.5	4.5	4.5	4.5	4.5	4.5	24.5	34.5	24.5	14.5	""	0	0	0	1	0	0	0
"Maid's Night Out"	1938	64	NA	6.2	39	4.5	0	0	4.5	14.5	34.5	14.5	14.5	4.5	14.5	""	0	0	1	0	0	1	0
"Imagine the Sound"	1981	91	NA	7.2	13	4.5	0	4.5	0	0	4.5	4.5	14.5	24.5	34.5	""	0	0	0	0	1	0	0
"Cinderella Story, A"	2004	95	20000000	4.9	2755	14.5	4.5	4.5	4.5	4.5	14.5	4.5	4.5	4.5	24.5	"PG"	0	0	1	0	0	1	0
"Cabeza de Vaca"	1991	111	NA	7	204	4.5	4.5	0	4.5	4.5	14.5	14.5	24.5	14.5	14.5	""	1	0	0	0	0	0	0
"Mona Lisa Smile"	2003	117	65000000	6.1	6838	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	"PG-13"	0	0	1	1	0	1	0
"Poliziotti violenti"	1976	94	NA	5	11	0	14.5	0	4.5	0	0	34.5	4.5	4.5	14.5	""	0	0	0	0	0	0	0
"Simones Labyrinth"	2003	15	NA	7.1	28	4.5	4.5	0	0	4.5	4.5	14.5	24.5	14.5	14.5	""	0	0	0	0	0	0	1
"Mensonge"	1993	89	NA	5.4	21	14.5	0	0	14.5	14.5	14.5	4.5	14.5	4.5	0	""	0	0	0	1	0	0	0
"Seasons..."	2002	20	NA	8.1	9	0	0	0	0	24.5	0	0	14.5	44.5	24.5	""	0	0	0	0	0	0	1
"Direct Action"	2004	97	NA	5.3	66	4.5	4.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	24.5	"R"	1	0	0	0	0	0	0
"Remake"	2003	102	NA	6.5	65	4.5	4.5	4.5	4.5	4.5	14.5	4.5	14.5	14.5	34.5	""	0	0	0	1	0	0	0
"Super 8-1/2"	1993	99	NA	4	65	14.5	4.5	4.5	4.5	4.5	14.5	14.5	4.5	14.5	24.5	""	0	0	0	1	0	0	0
"Psychopath, The"	1975	84	NA	4.2	16	4.5	14.5	0	0	14.5	14.5	24.5	4.5	4.5	14.5	""	0	0	0	0	0	0	0
"Rasmines bryllup"	1935	90	NA	5.8	5	0	0	0	0	64.5	0	24.5	0	24.5	0	""	0	0	1	0	0	0	0
"Hungry Goat, The"	1943	7	NA	5.7	9	14.5	0	0	14.5	14.5	0	14.5	24.5	24.5	14.5	""	0	1	1	0	0	0	1
"Blood Salvage"	1990	98	NA	3.8	48	14.5	4.5	14.5	14.5	14.5	14.5	4.5	14.5	0	4.5	""	0	0	1	0	0	0	0
"Action On the Beach"	1964	6	NA	6.6	6	14.5	0	0	0	0	34.5	14.5	0	0	34.5	""	0	0	0	0	1	0	1
"Cat and Dupli-cat"	1967	7	NA	6.5	24	0	0	4.5	14.5	14.5	24.5	14.5	14.5	4.5	14.5	""	0	1	1	0	0	0	1
"Deadline"	1981	85	NA	5.1	27	4.5	4.5	4.5	14.5	14.5	24.5	14.5	14.5	0	4.5	""	1	0	0	1	0	0	0
"Bomgay"	1996	12	NA	9	11	4.5	0	0	0	0	0	0	4.5	0	84.5	""	0	0	0	0	1	0	1
"Time to Kill"	1943	61	NA	8	11	0	0	0	0	0	0	24.5	4.5	34.5	24.5	""	0	0	0	0	0	0	0
"Goin' to Town"	1935	74	NA	6	26	0	0	4.5	4.5	14.5	14.5	24.5	14.5	14.5	14.5	""	0	0	1	0	0	0	0
"Fiddle-de-dee"	1947	3	NA	7.8	21	4.5	0	0	4.5	0	0	4.5	24.5	34.5	14.5	""	0	1	0	0	0	0	1
"Elephant Juice"	1999	86	NA	4.2	90	4.5	14.5	14.5	4.5	24.5	4.5	14.5	4.5	4.5	4.5	""	0	0	0	1	0	0	0
"Electric Earthquake"	1942	9	NA	7.1	48	14.5	0	0	0	4.5	14.5	34.5	14.5	4.5	24.5	""	0	1	0	0	0	0	1
"Samar"	1962	89	NA	5.9	6	0	0	0	14.5	0	0	45.5	14.5	0	14.5	""	0	0	0	0	0	0	0
"Ebbies Bluff"	1993	91	NA	4.7	10	14.5	14.5	0	14.5	0	0	14.5	0	0	64.5	""	0	0	0	0	0	0	0
"Stowaway"	1936	87	NA	7.3	101	4.5	4.5	4.5	0	4.5	4.5	34.5	14.5	4.5	24.5	""	0	0	0	0	0	0	0
"Loves of Edgar Allan Poe, The"	1942	67	NA	5.3	26	0	0	4.5	14.5	34.5	24.5	4.5	14.5	0	4.5	""	0	0	0	1	0	0	0
"Cardboard Cavalier"	1949	96	NA	5.9	12	0	0	0	0	4.5	34.5	4.5	34.5	0	14.5	""	0	0	1	0	0	0	0
"Papillons de nuit"	2002	82	NA	5	8	0	14.5	14.5	14.5	0	14.5	24.5	0	14.5	14.5	""	0	0	0	0	0	0	0
"Vampires: Los Muertos"	2002	93	NA	4.4	1010	4.5	4.5	14.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	"R"	1	0	0	0	0	0	0
"Animal Kingdom, The"	1932	85	NA	6.3	93	4.5	4.5	4.5	4.5	4.5	24.5	24.5	14.5	4.5	4.5	""	0	0	1	1	0	0	0
"Naustet"	1997	29	NA	5.8	5	24.5	0	0	0	0	44.5	24.5	0	24.5	0	""	0	0	0	1	0	0	1
"Green Promise, The"	1949	93	NA	5.7	30	0	0	4.5	4.5	24.5	44.5	14.5	4.5	14.5	4.5	""	0	0	0	1	0	0	0
"Strangler of the Swamp"	1946	59	NA	6.7	47	4.5	0	0	4.5	14.5	14.5	24.5	14.5	24.5	4.5	""	0	0	0	0	0	0	0
"Savior"	1998	104	10000000	7.2	1775	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	"R"	0	0	0	1	0	0	0
"Szuler"	1992	130	NA	6.5	11	4.5	0	0	0	0	24.5	24.5	4.5	4.5	14.5	""	0	0	0	1	0	0	0
"From Hollywood to Hanoi"	1993	78	NA	6.6	9	14.5	14.5	0	0	0	24.5	0	34.5	0	24.5	""	0	0	0	0	1	0	0
"Judge Priest"	1934	81	NA	6.5	148	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	14.5	""	0	0	1	0	0	0	0
"Devil Goddess"	1955	70	NA	5	16	4.5	0	4.5	14.5	4.5	4.5	4.5	4.5	14.5	34.5	""	0	0	0	0	0	0	0
"Tote aus der Themse, Die"	1971	89	NA	5	36	4.5	4.5	4.5	14.5	34.5	4.5	14.5	4.5	0	4.5	""	0	0	0	0	0	0	0
"Black-Eyed Susan"	2004	105	50000	7.4	5	0	0	0	0	24.5	24.5	24.5	0	24.5	24.5	""	0	0	1	0	0	0	0
"Beijo No Asfalto, O"	1981	80	NA	7.5	14	4.5	0	4.5	0	0	24.5	4.5	24.5	14.5	14.5	""	0	0	0	1	0	0	0
"Irish Destiny"	1926	73	NA	1	9	100	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0
"New York Eye and Ear Control"	1964	34	NA	5.5	6	14.5	0	0	34.5	0	14.5	0	14.5	0	14.5	""	0	0	0	0	0	0	1
"Pledge, The"	2003	7	NA	6.3	7	0	24.5	0	0	0	14.5	0	44.5	0	14.5	""	0	0	0	0	0	0	1
"Ho yuk"	2002	82	NA	7	14	4.5	4.5	0	4.5	14.5	4.5	24.5	4.5	14.5	4.5	""	0	0	1	1	0	1	0
"Carpenter and His Clumsy Wife, The"	2003	14	NA	7.9	9	0	0	0	0	0	0	14.5	14.5	34.5	44.5	""	0	0	1	0	0	0	1
"Eskimo"	1933	117	950000	7	30	0	0	0	4.5	4.5	14.5	24.5	24.5	14.5	24.5	""	0	0	0	1	0	0	0
"Slow Business of Going, The"	2000	101	NA	6.7	14	4.5	0	4.5	14.5	4.5	14.5	0	14.5	4.5	24.5	""	0	0	1	0	0	0	0
"I de gini na fovite ton andra"	1965	105	NA	8.6	56	0	0	0	0	0	4.5	14.5	14.5	24.5	34.5	""	0	0	1	0	0	0	0
"Porky the Rain-Maker"	1936	8	NA	8.5	15	0	0	0	0	0	0	14.5	44.5	14.5	24.5	""	0	1	1	0	0	0	1
"Kid from Texas, The"	1950	78	NA	7.1	34	0	0	4.5	4.5	4.5	14.5	34.5	24.5	4.5	14.5	""	0	0	0	0	0	0	0
"Big Cube, The"	1969	98	NA	4	25	4.5	4.5	14.5	4.5	14.5	14.5	4.5	14.5	4.5	14.5	""	0	0	0	1	0	0	0
"Deep Cover"	1996	108	NA	3.7	15	4.5	4.5	24.5	4.5	24.5	4.5	0	0	4.5	24.5	""	1	0	0	0	0	0	0
"Beings"	1998	89	NA	5.2	35	4.5	0	4.5	24.5	24.5	14.5	4.5	4.5	4.5	4.5	""	0	0	0	0	0	0	0
"After the Rain"	2000	87	NA	2.8	29	14.5	14.5	14.5	24.5	4.5	4.5	14.5	0	4.5	14.5	""	0	0	0	0	0	0	0
"Casualties"	1997	85	NA	5.4	221	4.5	4.5	4.5	14.5	24.5	34.5	14.5	4.5	4.5	4.5	"R"	0	0	0	1	0	0	0
"Everynight... Everynight"	1994	92	NA	6.8	10	0	0	0	0	0	14.5	14.5	45.5	24.5	14.5	""	0	0	0	0	0	0	0
"Alien Adventure"	1999	35	NA	5.1	44	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5	4.5	""	0	1	0	0	0	0	1
"Die Hard"	1988	131	28000000	8	58870	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	""	1	0	0	0	0	0	0
"Carnival Story"	1954	95	NA	5.6	70	4.5	4.5	4.5	4.5	24.5	24.5	24.5	4.5	4.5	4.5	""	0	0	0	1	0	0	0
"Cat Above and the Mouse Below, The"	1964	7	NA	6.4	35	4.5	0	14.5	14.5	4.5	4.5	24.5	24.5	4.5	14.5	""	0	1	1	0	0	0	1
"Life as a House"	2001	127	18000000	7.5	7696	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	24.5	"R"	0	0	1	1	0	0	0
"Anyangde guer"	2001	84	NA	6.8	88	0	4.5	4.5	4.5	14.5	14.5	24.5	24.5	14.5	4.5	""	0	0	0	1	0	0	0
"Family Remains"	1993	35	NA	7.2	6	0	0	0	0	14.5	14.5	0	64.5	0	0	""	0	0	0	0	0	0	1
"Urgh! A Music War"	1981	96	NA	7.1	155	4.5	0	4.5	4.5	4.5	4.5	14.5	14.5	14.5	44.5	""	0	0	0	0	1	0	0
"Sepet"	2004	104	NA	8.6	69	4.5	4.5	0	4.5	4.5	4.5	4.5	14.5	14.5	44.5	""	0	0	1	1	0	1	0
"Billion Dollar Brain"	1967	111	NA	5.7	424	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	14.5	""	0	0	0	1	0	0	0
"Hell and High Water"	1954	99	NA	6.3	125	4.5	0	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	""	0	0	0	1	0	0	0
"Per sempre"	1991	96	NA	7	14	14.5	0	0	14.5	4.5	4.5	24.5	4.5	14.5	14.5	""	0	0	0	1	0	0	0
"Awaara"	1951	82	NA	8.3	140	4.5	0	4.5	0	4.5	4.5	14.5	14.5	14.5	44.5	""	0	0	0	1	0	1	0
"Fantasm"	1976	90	NA	4.4	24	0	24.5	14.5	14.5	14.5	14.5	4.5	14.5	4.5	0	""	0	0	1	0	0	0	0
"Woman in Question, The"	1950	88	NA	7.2	53	0	0	0	0	14.5	14.5	24.5	24.5	14.5	4.5	""	0	0	0	0	0	0	0
"Dependiente, El"	1969	87	NA	8	26	0	0	0	0	0	4.5	4.5	34.5	24.5	34.5	""	0	0	0	1	0	0	0
"Twentieth Century"	1934	91	NA	8	446	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	24.5	""	0	0	1	0	0	0	0
"One Body Too Many"	1944	75	NA	5.3	65	0	4.5	4.5	14.5	34.5	14.5	14.5	4.5	4.5	4.5	""	0	0	1	0	0	0	0
"Count Yorga, Vampire"	1970	90	NA	5.4	278	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5	"PG-13"	0	0	0	0	0	0	0
"Old Yeller"	1957	83	NA	7.2	1441	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	""	0	0	0	1	0	0	0
"Entre todas las mujeres"	1998	90	NA	8.2	6	0	0	0	0	14.5	0	34.5	0	0	45.5	""	0	0	0	1	0	0	0
"Mujeres infieles"	1995	90	NA	5.8	17	4.5	0	14.5	14.5	14.5	4.5	14.5	4.5	4.5	24.5	""	0	0	0	1	0	0	0
"Wee Wee"	2000	1	NA	5.9	9	0	14.5	0	24.5	0	34.5	14.5	14.5	14.5	0	""	0	1	0	0	0	0	1
"Sung ming yun oi dung ting"	2001	97	NA	5.4	8	0	0	0	24.5	14.5	14.5	0	14.5	34.5	0	""	0	0	0	0	0	0	0
"I... Dreaming"	1988	8	NA	6.1	42	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	14.5	4.5	""	0	0	0	0	0	0	1
"Melvin Goes to Dinner"	2003	83	NA	7.3	595	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	24.5	"R"	0	0	1	1	0	0	0
"Star Is Born, A"	1976	139	6000000	5	755	14.5	4.5	4.5	14.5	14.5	14.5	14.5	14.5	4.5	14.5	""	0	0	0	1	0	1	0
"For Those About to Rock: Monsters in Moscow"	1992	84	NA	8.9	16	0	0	0	0	4.5	0	0	0	24.5	64.5	""	0	0	0	0	1	0	0
"Heaven Tonight"	1990	95	NA	2.7	11	34.5	4.5	4.5	0	0	14.5	4.5	4.5	0	4.5	""	0	0	0	1	0	0	0
"As Young as We Are"	1958	76	NA	4.1	8	0	14.5	14.5	24.5	24.5	0	14.5	14.5	0	0	""	0	0	0	1	0	0	0
"Mulher Sensual, A"	1981	112	NA	2.3	6	45.5	0	0	0	14.5	14.5	0	0	0	14.5	""	0	0	0	1	0	0	0
"All Over Town"	1937	63	NA	4.5	9	0	0	24.5	34.5	14.5	14.5	14.5	0	0	14.5	""	0	0	1	0	0	0	0
"One Sunday Afternoon"	1933	69	NA	7.1	53	4.5	0	0	4.5	4.5	4.5	44.5	14.5	4.5	14.5	""	0	0	1	0	0	1	0
"Malta Story"	1953	97	NA	6.7	134	0	4.5	0	4.5	4.5	24.5	24.5	14.5	14.5	4.5	""	0	0	0	1	0	0	0
"Austin Powers in Goldmember"	2002	94	63000000	6.2	22870	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	4.5	"PG-13"	1	0	1	0	0	0	0
"Sazesh"	1974	100	NA	6.8	5	0	0	0	0	24.5	0	64.5	24.5	0	0	""	0	0	0	0	0	0	0
"Man with the Beautiful Eyes, The"	1999	5	NA	7.8	31	0	0	0	0	4.5	24.5	14.5	34.5	14.5	14.5	""	0	1	0	1	0	0	1
"Seopyeonje"	1993	112	NA	8	133	4.5	0	4.5	0	4.5	4.5	4.5	14.5	14.5	44.5	""	0	0	0	1	0	0	0
"Menace II Society"	1993	97	3500000	7.3	4704	4.5	4.5	4.5	4.5	4.5	4.5	24.5	24.5	14.5	14.5	"R"	1	0	0	1	0	0	0
"Boy Meets Girl"	1938	86	NA	5.2	97	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	""	0	0	1	0	0	0	0
"Revenge Rider, The"	1935	60	NA	4.2	7	14.5	0	14.5	14.5	14.5	14.5	24.5	0	0	0	""	0	0	0	0	0	0	0
"Chhoti Si Baat"	1975	123	NA	7.1	32	0	0	4.5	0	0	4.5	14.5	14.5	14.5	34.5	""	0	0	1	0	0	1	0
"Amok"	1993	90	NA	5.7	7	0	0	0	0	24.5	0	0	14.5	0	45.5	""	0	0	1	1	0	0	0
"Home Before Dark"	1997	110	NA	5.8	31	4.5	0	0	4.5	0	4.5	14.5	14.5	14.5	24.5	""	0	0	0	1	0	0	0
"Lady Says No, The"	1952	80	NA	5	13	0	0	14.5	24.5	34.5	4.5	14.5	0	0	4.5	""	0	0	1	0	0	0	0
"Arlington Road"	1999	117	21500000	7.1	17189	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	"R"	0	0	0	1	0	0	0
"Genie with the Light Pink Fur, The"	1966	7	NA	5.9	8	0	0	0	14.5	14.5	45.5	0	14.5	14.5	0	""	0	1	0	0	0	0	1
"Town Like Alice, A"	1956	107	NA	6.9	120	4.5	4.5	0	4.5	4.5	14.5	14.5	34.5	14.5	14.5	""	0	0	0	1	0	0	0
"Franz Kafka's It's a Wonderful Life"	1993	23	NA	7.7	175	4.5	4.5	4.5	4.5	4.5	4.5	14.5	14.5	24.5	34.5	""	0	0	0	0	0	0	1
"Drenge"	1977	83	NA	6.2	40	4.5	0	4.5	4.5	4.5	24.5	14.5	24.5	4.5	14.5	""	0	0	0	1	0	0	0
"Brothers Rico, The"	1957	92	NA	7	27	0	4.5	0	4.5	4.5	14.5	34.5	14.5	14.5	14.5	""	0	0	0	1	0	0	0
"Confession, The"	2000	22	NA	8.3	18	4.5	0	0	0	0	14.5	14.5	14.5	14.5	34.5	""	0	0	0	0	0	0	1
"Beyond the Gates of Splendor"	2005	96	NA	8.9	15	0	0	0	0	4.5	4.5	4.5	4.5	14.5	64.5	"PG-13"	0	0	0	0	1	0	0
"Turn of the Tide"	1935	80	NA	8.4	7	0	0	0	0	14.5	0	0	24.5	14.5	44.5	""	0	0	0	1	0	1	0
"You're My Everything"	1949	94	NA	5.7	18	0	0	4.5	14.5	14.5	24.5	24.5	4.5	0	14.5	""	0	0	1	0	0	0	0
"Face at the Window, The"	1910	17	NA	4.4	5	24.5	0	0	0	24.5	0	0	0	44.5	24.5	""	0	0	0	1	0	0	1
"Chicken Kiev"	2000	9	NA	6.1	28	0	0	4.5	0	14.5	34.5	24.5	14.5	4.5	4.5	""	0	1	0	0	0	0	1
"Raid"	2003	124	NA	7.4	338	4.5	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	14.5	""	1	0	0	0	0	0	0
"First Op"	1999	25	NA	5.4	19	24.5	4.5	0	0	0	24.5	14.5	4.5	4.5	24.5	""	0	0	0	1	0	0	1
"City Loop"	2000	78	NA	5.4	55	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	14.5	""	0	0	0	1	0	0	0
"Rendez-vous"	1985	87	NA	6.7	221	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	4.5	14.5	""	0	0	0	1	0	0	0
"Adventures of Billy, The"	1911	18	NA	5.2	5	0	24.5	0	0	44.5	24.5	0	0	0	24.5	""	0	0	0	1	0	0	1
"Dress, The"	1984	30	80000	8.4	9	0	0	0	0	0	0	34.5	24.5	24.5	24.5	""	0	0	0	0	0	0	1
"Ezrah Amerikai"	1992	100	NA	6.8	13	4.5	0	0	4.5	0	14.5	14.5	34.5	0	14.5	""	0	0	0	1	0	0	0
"Riding in Cars with Boys"	2001	132	48000000	6.2	4627	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	4.5	"PG-13"	0	0	1	1	0	0	0
"Erin Brockovich"	2000	130	51000000	7.3	24301	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	"R"	0	0	0	1	0	0	0
"Curse of the Undead"	1959	79	NA	5.5	75	4.5	0	4.5	14.5	14.5	14.5	14.5	14.5	4.5	14.5	""	0	0	0	0	0	0	0
"Wings of Death"	1985	21	NA	1.3	8	34.5	0	0	0	0	0	24.5	14.5	0	24.5	""	0	0	0	1	0	0	1
"Mack the Knife"	1990	118	NA	4.7	68	4.5	4.5	4.5	4.5	14.5	4.5	4.5	14.5	14.5	24.5	""	0	0	1	0	0	1	0
"Down in the Delta"	1998	112	NA	7	427	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	"PG-13"	0	0	0	1	0	0	0
"Freeze Me"	2000	101	NA	6.2	319	4.5	4.5	4.5	4.5	4.5	24.5	24.5	24.5	4.5	4.5	""	0	0	0	1	0	0	0
"Chuzhaya votchina"	1982	91	NA	8.7	7	14.5	0	0	0	0	0	0	0	0	84.5	""	0	0	0	1	0	0	0
"Robinson in Space"	1997	82	NA	6.9	36	0	0	0	0	14.5	0	14.5	24.5	14.5	34.5	""	0	0	0	0	1	0	0
"Appuntamento a Ischia"	1960	99	NA	5.7	6	14.5	14.5	0	0	14.5	14.5	0	0	0	34.5	""	0	0	1	0	0	0	0
"Madhouse"	2004	91	3000000	5.4	389	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	"R"	0	0	0	0	0	0	0
"Lapis"	1966	10	NA	6	6	0	0	14.5	0	14.5	0	14.5	14.5	34.5	0	""	0	0	0	0	0	0	1
"Det brenner i natt!"	1955	96	NA	6.4	16	0	0	0	0	34.5	14.5	0	24.5	14.5	4.5	""	0	0	0	1	0	0	0
"Jesse James Rides Again"	1947	180	NA	6.9	12	0	4.5	0	4.5	4.5	4.5	24.5	24.5	4.5	4.5	""	0	0	0	0	0	0	0
"GoBots: War of the Rock Lords"	1986	75	NA	4	87	14.5	4.5	4.5	14.5	14.5	4.5	4.5	4.5	4.5	24.5	""	0	1	0	0	0	0	0
"Straight Up: Helicopters in Action"	2002	40	NA	6.9	29	4.5	4.5	4.5	14.5	0	24.5	4.5	14.5	14.5	14.5	""	0	0	0	0	1	0	1
"Grande colpo dei sette uomini d'oro, Il"	1967	92	NA	5.5	17	0	0	0	4.5	14.5	24.5	24.5	4.5	4.5	24.5	""	0	0	1	0	0	0	0
"Love Never Dies"	1921	60	NA	6.3	20	0	0	0	4.5	14.5	34.5	34.5	14.5	0	0	""	0	0	0	1	0	0	0
"Night of the Demon"	1957	83	NA	7.4	1141	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	24.5	""	0	0	0	0	0	0	0
"Noodle Soup"	2003	8	15000	8.2	7	0	0	0	0	0	0	14.5	45.5	24.5	0	""	0	0	1	0	0	0	1
